iterat. internal-T external-T elapsed-time
0 300 280 0.0075939996168017387
1 299.93339999999171 280.00000073553872 0.014410000294446945
2 299.86768806438675 280.00000146127337 0.022483999840915203
3 299.80284266857791 280.00000217743695 0.029989000409841537
4 299.73884295557366 280.00000288425548 0.038075000047683716
5 299.67566871193145 280.00000358195882 0.045628000050783157
6 299.61330034465084 280.00000427076378 0.053174000233411789
7 299.55171885925904 280.00000495087988 0.06151099968701601
8 299.49090583844264 280.00000562250813 0.070028999820351601
9 299.43084342172625 280.00000628584718 0.077281000092625618
10 299.37151428591193 280.00000694108616 0.085475999861955643
11 299.3129016262107 280.00000758841082 0.093053000047802925
12 299.2549891382879 280.00000822800638 0.10169500019401312
13 299.19776100083601 280.00000886004193 0.10997499991208315
14 299.14120185890607 280.00000948469136 0.11805699951946735
15 299.08529680787507 280.00001010211309 0.12611200008541346
16 299.03003137803722 280.0000107124738 0.13417300023138523
17 298.97539151974598 280.00001131592529 0.14202999975532293
18 298.92136358919896 280.00001191261339 0.14963299967348576
19 298.86793433470621 280.0000125026927 0.15700600016862154
20 298.81509088345456 280.00001308630704 0.16438999958336353
21 298.76282072887324 280.00001366358447 0.17238099966198206
22 298.7111117183594 280.00001423466699 0.18040699977427721
23 298.65995204158475 280.00001479968068 0.18793000001460314
24 298.60933021905407 280.00001535875384 0.19600799959152937
25 298.55923509130673 280.0000159120126 0.20356199983507395
26 298.50965580839886 280.00001645957497 0.21127500012516975
27 298.46058181974018 280.00001700155644 0.21837799996137619
28 298.4120028644009 280.00001753806924 0.22535199951380491
29 298.36390896171167 280.0000180692208 0.23325099982321262
30 298.31629040220349 280.00001859512935 0.2411080002784729
31 298.26913773891027 280.00001911588919 0.24842299986630678
32 298.22244177896454 280.00001963160514 0.25601300038397312
33 298.17619357550331 280.00002014237793 0.26418699976056814
34 298.13038441984071 280.00002064830352 0.27169200032949448
35 298.08500583396778 280.00002114947074 0.27977299969643354
36 298.04004956326116 280.00002164597373 0.2871500002220273
37 297.9955075695018 280.00002213790202 0.2953119995072484
38 297.95137202413218 280.00002262533934 0.30386099964380264
39 297.90763530166811 280.00002310837476 0.31097100023180246
40 297.86428997351732 280.00002358708821 0.31949499994516373
41 297.82132880181092 280.0000240615546 0.32708499953150749
42 297.77874473360299 280.00002453186062 0.33545899949967861
43 297.73653089519007 280.00002499807675 0.34381099976599216
44 297.69468058668144 280.00002546027633 0.35097000002861023
45 297.65318727665613 280.00002591853399 0.35889200028032064
46 297.61204459718789 280.00002637292113 0.36658299993723631
47 297.57124633878493 280.00002682350362 0.37421900033950806
48 297.53078644579557 280.00002727034672 0.38118899986147881
49 297.49065901167126 280.00002771352149 0.38903299998492002
50 297.45085827465658 280.00002815308483 0.39699999988079071
51 297.41137861341014 280.0000285891017 0.40478199999779463
52 297.37221454293172 280.00002902163618 0.41290999948978424
53 297.33336071053157 280.00002945074499 0.4202499995008111
54 297.29481189195189 280.00002987648224 0.4291169997304678
55 297.25656298765864 280.00003029890814 0.43776500038802624
56 297.21860901919695 280.00003071808032 0.44518500007688999
57 297.18094512572287 280.00003113404495 0.45335500035434961
58 297.14356656056583 280.00003154685868 0.46057699993252754
59 297.1064686880448 280.00003195657303 0.46932599972933531
60 297.0696469802229 280.00003236323693 0.47773399949073792
61 297.03309701388531 280.00003276689961 0.48509200010448694
62 296.99681446758251 280.00003316761007 0.49299499951303005
63 296.96079511874467 280.00003356541214 0.50130700040608644
64 296.92503484090156 280.0000339603564 0.50949900038540363
65 296.88952960103626 280.00003435248055 0.51630599983036518
66 296.85427545694017 280.00003474183154 0.52403699979186058
67 296.8192685547333 280.00003512845274 0.53302800003439188
68 296.78450512638767 280.00003551238626 0.54059800039976835
