iterat. internal-T external-T elapsed-time
0 300 280 0.040220809999937046
1 299.93339999999171 280.00000073553758 0.080540161999579141
2 299.86768806438675 280.00000146127252 0.12029836399960914
3 299.80284266857791 280.00000217743866 0.16025406799963093
4 299.73884295557366 280.00000288425866 0.20037227299962979
5 299.67566871193145 280.00000358195865 0.24008427699982349
6 299.61330034465084 280.00000427076304 0.28001123099966208
7 299.55171885925904 280.00000495088346 0.31996500899958846
8 299.49090583844264 280.00000562251142 0.35980524499973399
9 299.43084342172625 280.00000628584951 0.39984782599958635
10 299.37151428591193 280.00000694108633 0.44149885699971492
11 299.3129016262107 280.00000758841117 0.48135732199989434
12 299.2549891382879 280.00000822800484 0.521292818999882
13 299.19776100083601 280.0000088600458 0.56150576599975466
14 299.14120185890607 280.00000948469176 0.60189501599961659
15 299.08529680787507 280.00001010211412 0.64171004299987544
16 299.03003137803722 280.00001071247209 0.68166928999971788
17 298.97539151974598 280.00001131592592 0.72185900799968294
18 298.92136358919896 280.000011912616 0.76187559899972257
19 298.86793433470621 280.00001250269037 0.80191724299993439
20 298.81509088345456 280.00001308630652 0.84194383399972139
21 298.76282072887324 280.00001366358464 0.88176209099992775
22 298.7111117183594 280.00001423466489 0.92169388999991497
23 298.65995204158475 280.00001479968171 0.96163995999995677
24 298.60933021905407 280.00001535875282 1.0015441539999301
25 298.55923509130673 280.00001591201169 1.0414351199997327
26 298.50965580839886 280.00001645957519 1.0819712979996439
27 298.46058181974018 280.00001700155423 1.1222005989998252
28 298.4120028644009 280.00001753806617 1.1647230939997826
29 298.36390896171167 280.00001806922018 1.2065038129999266
30 298.31629040220349 280.00001859512895 1.2472886909999943
31 298.26913773891027 280.00001911588885 1.2871484069996768
32 298.22244177896454 280.00001963160361 1.3271730729998126
33 298.17619357550331 280.00002014237856 1.3673198229998889
34 298.13038441984071 280.00002064830306 1.4072396449996631
35 298.08500583396778 280.00002114947074 1.4472035289995802
36 298.04004956326116 280.00002164597043 1.487907678999818
37 297.9955075695018 280.00002213790236 1.5277622399999018
38 297.95137202413218 280.00002262534002 1.569798169999558
39 297.90763530166811 280.00002310837203 1.6104672159999609
40 297.86428997351732 280.0000235870865 1.6505176629998459
41 297.82132880181092 280.00002406155426 1.6903745679996973
42 297.77874473360299 280.00002453185715 1.7309549669998887
43 297.73653089519007 280.00002499807516 1.7709696329998224
44 297.69468058668144 280.00002546027576 1.8109926319998522
45 297.65318727665613 280.00002591853246 1.8514161029997922
46 297.61204459718789 280.00002637292158 1.8915278009999383
47 297.57124633878493 280.00002682350237 1.9313648609995653
48 297.53078644579557 280.00002727034473 1.9719518229999267
49 297.49065901167126 280.00002771352126 2.0118853949998083
50 297.45085827465658 280.00002815308386 2.0518844879998142
51 297.41137861341014 280.00002858910204 2.0922632709998652
52 297.37221454293172 280.00002902163538 2.1322834049997255
53 297.33336071053157 280.00002945074351 2.1722083309996378
54 297.29481189195189 280.00002987648446 2.2122034659996643
55 297.25656298765864 280.00003029890678 2.2522416209999392
56 297.21860901919695 280.00003071807623 2.29224061099967
57 297.18094512572287 280.00003113404301 2.3320985069999551
58 297.14356656056583 280.0000315468568 2.372231456999998
59 297.1064686880448 280.00003195657081 2.4121174769998106
60 297.0696469802229 280.000032363233 2.4521666249997907
61 297.03309701388531 280.00003276689904 2.4929036929997892
62 296.99681446758251 280.00003316760808 2.5329208609996385
63 296.96079511874467 280.00003356540947 2.5731041239996557
64 296.92503484090156 280.00003396035441 2.6133673869999257
65 296.88952960103626 280.00003435247874 2.6532943449997219
66 296.85427545694017 280.00003474183188 2.693334689999574
67 296.8192685547333 280.00003512844859 2.7332989929996074
68 296.78450512638767 280.00003551238234 2.7733686089995899
69 296.74998148741577 280.00003589366781 2.8132805679997546
70 296.71569403454083 280.00003627233912 2.8532870059998459
71 296.68163924351012 280.00003664844843 2.8932077669996943
72 296.64781366694791 280.00003702202355 2.9334629049999421
73 296.61421393226522 280.00003739310478 2.9733651759997883
74 296.58083673967013 280.00003776172417 3.0134633859997848
75 296.54767886016816 280.00003812792647 3.0534223759996166
76 296.51473713374355 280.00003849173936 3.0934489709998161
77 296.4820084674692 280.00003885320029 3.1334391069999583
78 296.4494898337536 280.00003921234531 3.1734779939997679
79 296.41717826861924 280.00003956919807 3.2134415149998858
80 296.38507087002841 280.00003992379732 3.2535301939997225
81 296.35316479627568 280.00004027617166 3.293789447999643
82 296.32145726438853 280.00004062635367 3.3338003669996397
83 296.28994554864147 280.00004097437466 3.3740359749999698
84 296.25862697906609 280.00004132026271 3.4141999689995828
85 296.22749893999543 280.00004166404477 3.4540963039999042
86 296.19655886871396 280.00004200574966 3.4941717549995701
87 296.1658042540779 280.00004234541052 3.5341468409997105
88 296.13523263521796 280.00004268304428 3.5744026579995989
89 296.10484160028517 280.00004301868603 3.6143730039998445
90 296.07462878517174 280.00004335236332 3.6544322569998258
91 296.0445918723687 280.00004368409515 3.6944795299996258
92 296.01472858976501 280.00004401390851 3.7345080019999841
93 295.98503670954869 280.00004434183006 3.7745043379995877
94 295.95551404709187 280.00004466788056 3.8146339559998523
95 295.92615845988342 280.00004499208774 3.8545336239999415
96 295.89696784651187 280.00004531447411 3.894603189999998
97 295.86794014565584 280.00004563505792 3.9345052019998548
98 295.83907333511104 280.00004595386753 3.9745992989996921
99 295.81036543084241 280.00004627092102 4.0145244369996362
100 295.78181448605318 280.0000465862455 4.0545942109997668
101 295.75341859031346 280.00004689985315 4.0945287749996169
102 295.72517586866076 280.00004721177044 4.1345698509999238
103 295.69708448080053 280.00004752201659 4.1745918119995622
104 295.66914262022578 280.00004783060825 4.2146945549998236
105 295.64134851348302 280.00004813757096 4.2546547969996027
106 295.61370041934026 280.0000484429213 4.2947471759998734
107 295.58619662806609 280.00004874667707 4.3347135659996638
108 295.55883546069765 280.00004904885986 4.3750406350000048
109 295.53161526830399 280.00004934948464 4.415387078999629
110 295.50453443131215 280.00004964856822 4.4558710249998512
111 295.47759135882961 280.00004994613198 4.4958871019998696
112 295.45078448797989 280.00005024218916 4.5360173469998699
113 295.42411228326011 280.00005053675966 4.5762280089998058
114 295.39757323594097 280.00005082986218 4.6162515859996347
115 295.37116586345491 280.00005112151263 4.6561828709996007
116 295.34488870878488 280.00005141172164 4.6962318129999403
117 295.31874033990761 280.00005170050827 4.7361785669995697
118 295.29271934926186 280.00005198788847 4.776255165999828
119 295.26682435315655 280.00005227387368 4.8162749929997517
120 295.24105399127046 280.00005255848362 4.8563000809999721
121 295.21540692614815 280.00005284173426 4.8962329279997903
122 295.18988184267278 280.00005312363629 4.936286244999792
123 295.16447744758761 280.00005340420722 4.9762719579998702
124 295.13919246904118 280.00005368345694 5.016312409999955
125 295.11402565609205 280.00005396140165 5.0562897899999371
126 295.08897577827429 280.00005423805521 5.0964020649998929
127 295.06404162518481 280.00005451343065 5.1363303819998691
128 295.03922200597469 280.00005478754321 5.1764380739996341
129 295.01451574903149 280.00005506040367 5.216368004999822
130 294.98992170152144 280.00005533202119 5.2563920509996933
131 294.96543872897502 280.0000556024147 5.2963448999998946
132 294.94106571494808 280.00005587159347 5.3364043649999076
133 294.91680156060613 280.00005613957114 5.3766494559999956
134 294.89264518439592 280.00005640635732 5.4167009519997009
135 294.86859552164987 280.00005667196388 5.4568963029996667
136 294.84465152425366 280.00005693640463 5.4969317569998566
137 294.82081216031457 280.00005719969556 5.5370694519997414
138 294.79707641381179 280.00005746183325 5.5771678749997591
139 294.77344328429189 280.00005772284271 5.6173944759998449
140 294.74991178654727 280.00005798272514 5.6574672749998172
141 294.72648095028916 280.00005824149827 5.6974703329997283
142 294.70314981988878 280.00005849917318 5.7375156309999511
143 294.67991745403344 280.00005875575374 5.7774604069995803
144 294.65678292548176 280.00005901125394 5.8175735179997901
145 294.63374532077131 280.00005926568383 5.8575449609998032
146 294.61080373993855 280.00005951905337 5.8975751549996858
147 294.58795729626388 280.00005977137624 5.9375184209998224
148 294.56520511600985 280.00006002265542 5.9776361149997683
149 294.54254633815378 280.00006027290152 6.0175334429995928
150 294.51998011416828 280.00006052212558 6.0576092619999145
151 294.49750560776613 280.00006077033686 6.0980343549999816
152 294.47512199465478 280.00006101754337 6.1383218940000006
153 294.4528284623064 280.00006126375609 6.178276774999631
154 294.43062420976503 280.00006150898326 6.2184284799996021
155 294.40850844738162 280.00006175323659 6.2586444039998241
156 294.38648039663917 280.00006199651614 6.2986772549998022
157 294.36453928991341 280.00006223883776 6.3386989089999588
158 294.34268437029436 280.00006248020537 6.3792515039999671
159 294.3209148913524 280.00006272063138 6.4192806579999342
160 294.2992301169777 280.00006296012185 6.4593878329997096
161 294.27762932117753 280.00006319868584 6.499688029999561
162 294.25611178787597 280.00006343632663 6.5397807259996625
163 294.23467681074737 280.00006367305684 6.5805912919995535
164 294.21332369303497 280.00006390888319 6.6210668549997536
165 294.19205174737652 280.00006414381158 6.6612698119997731
166 294.17086029562819 280.00006437785498 6.7016811559997223
167 294.14974866869909 280.00006461101174 6.74302349699974
168 294.12871620640436 280.00006484329811 6.7830871299997852
169 294.10776225728245 280.00006507472017 6.8230237829998259
170 294.08688617844166 280.00006530527821 6.8635491379995983
171 294.06608733543669 280.00006553498304 6.9034423539997078
172 294.04536510209078 280.00006576384015 6.9434976529996675
173 294.02471886034851 280.00006599186247 6.9834276399997179
174 294.00414800015466 280.00006621904924 7.023799816999599
175 293.98365191930031 280.00006644540855 7.0645685069998763
176 293.96323002328165 280.00006667095505 7.1048665169996639
177 293.94288172519077 280.00006689568545 7.1447966079999787
178 293.92260644554307 280.00006711960663 7.1851720139998179
179 293.90240361219469 280.0000673427304 7.225135176999629
180 293.88227266018811 280.00006756505894 7.2652098519997708
181 293.86221303163524 280.0000677865977 7.3051365589999477
182 293.84222417561506 280.00006800736094 7.3452191519995722
183 293.82230554801191 280.00006822734633 7.3852101819998097
184 293.80245661146955 280.00006844655951 7.4255581419997725
185 293.78267683520789 280.00006866500917 7.4654854219998015
186 293.76296569495025 280.00006888270406 7.5055555669996465
187 293.74332267282557 280.00006909964242 7.5455286799997339
188 293.72374725721858 280.00006931583596 7.5857704409995677
189 293.7042389427171 280.00006953128792 7.6257462629996553
190 293.68479722997517 280.00006974600126 7.6658166689999234
191 293.6654216256303 280.00006995998888 7.7058316049997302
192 293.64611164219218 280.00007017325157 7.7458894589999545
193 293.62686679797554 280.00007038579707 7.7858459049998601
194 293.60768661697182 280.00007059762504 7.8259116749995883
195 293.58857062876785 280.00007080874417 7.8660334349997356
196 293.56951836847867 280.00007101916123 7.906065142999978
197 293.55052937663703 280.00007122887826 7.9460139849998086
198 293.53160319910779 280.00007143790356 7.9861882979998882
199 293.51273938700763 280.00007164623764 8.0261446399999841
200 293.49393749663096 280.00007185388921 8.066211920999649
201 293.47519708933976 280.00007206085968 8.1061209189997498
202 293.45651773154003 280.00007226715553 8.1462282519996734
203 293.43789899453998 280.00007247278637 8.1862061049996555
204 293.41934045450733 280.00007267774942 8.2262535939998997
205 293.40084169239418 280.00007288205205 8.2662559259997579
206 293.38240229385076 280.00007308570088 8.3063074269998651
207 293.36402184917262 280.00007328869498 8.3462730939995708
208 293.34569995319669 280.00007349104516 8.3865789719998247
209 293.32743620528424 280.00007369275164 8.4265283369995814
210 293.30923020918453 280.00007389382114 8.466590566999912
211 293.29108157303108 280.00007409425422 8.5065723279999474
212 293.27298990923697 280.00007429406077 8.5466364330000033
213 293.25495483445712 280.0000744932467 8.5866209019995949
214 293.23697596948369 280.00007469180616 8.6267133409996859
215 293.21905293925522 280.00007488975189 8.6667034349998175
216 293.20118537270707 280.00007508708177 8.7068046239996875
217 293.18337290277947 280.00007528380678 8.7467776869998488
218 293.16561516633089 280.00007547992624 8.7868672609997702
219 293.14791180409793 280.00007567544492 8.8269164179996551
220 293.13026246060593 280.00007587036578 8.8669249499998841
221 293.11266678415654 280.00007606469308 8.9069457739997233
222 293.09512442672764 280.00007625843699 8.9470305559998451
223 293.0776350439703 280.00007645159377 8.9869667439998011
224 293.06019829511291 280.00007664416671 9.0270399639998686
225 293.04281384292563 280.00007683616258 9.0676037599996562
226 293.02548135367704 280.00007702758387 9.1077064589999281
227 293.00820049707755 280.00007721843389 9.1482744229997479
228 292.9909709462334 280.00007740871979 9.1883483199999318
229 292.9737923775898 280.00007759844186 9.2285480509999616
230 292.9566644708899 280.00007778760818 9.2687394489998951
231 292.93958690914042 280.00007797621606 9.3086639189996276
232 292.92255937854912 280.00007816427001 9.3487732869998581
233 292.90558156848977 280.00007835177377 9.3911275149998801
234 292.8886531714424 280.00007853873427 9.431430738999552
235 292.87177388297965 280.00007872515215 9.4713697919996775
236 292.8549434016852 280.00007891102808 9.5114190029999008
237 292.83816142916868 280.00007909637219 9.5513389949996963
238 292.82142766996054 280.00007928118413 9.5913683619996846
239 292.80474183150875 280.0000794654656 9.631370123999659
240 292.78810362415743 280.00007964921832 9.6714374079997469
241 292.77151276103632 280.00007983245047 9.7113277119997292
242 292.75496895810585 280.00008001516045 9.7513790059997518
243 292.73847193407266 280.00008019735446 9.7913216539996029
244 292.72202141037553 280.00008037903427 9.8313317499996629
245 292.70561711111202 280.00008056021079 9.8712672619999466
246 292.68925876304246 280.00008074087327 9.911329024999759
247 292.67294609555995 280.00008092103388 9.951212557999952
248 292.65667884059127 280.00008110069348 9.9912447369997608
249 292.64045673264559 280.00008127985194 10.031157279999661
250 292.62427950872615 280.00008145851456 10.071191646999978
251 292.60814690833678 280.00008163668315 10.111142992999703
252 292.59205867339062 280.00008181436743 10.151152619999721
253 292.57601454825476 280.00008199156133 10.191108809999605
