iterat. internal-T external-T elapsed-time
0 300 280 0.039755542000420974
1 299.20000000000209 280.00000883531106 0.079934739000236732
2 298.52813741741465 280.00001625546207 0.11965694699938467
3 297.94710600454084 280.00002267245583 0.15941946800012374
4 297.43349718286822 280.00002834482535 0.19922928199957823
5 296.97180041472768 280.00003344387119 0.23908305499935523
6 296.55130638030369 280.00003808786113 0.27909302999978536
7 296.16435677203702 280.00004236139142 0.31896982499893056
8 295.80530500684262 280.00004632681566 0.35898334099874774
9 295.46987441645433 280.00005003135442 0.39896367999972426
10 295.1547486461829 280.00005351165282 0.43897907199971087
11 294.85730236363042 280.00005679669368 0.47898571299992909
12 294.57541936238073 280.00005990984499 0.51904391799871519
13 294.30736659798487 280.00006287026162 0.55899633899934997
14 294.05170493986736 280.00006569382424 0.59905667999919388
15 293.80722459684307 280.00006839389999 0.63900555999862263
16 293.57289749130427 280.00007098184426 0.67907772299986391
17 293.34784151461292 280.00007346739261 0.71905597899967688
18 293.13129326991884 280.00007585898533 0.75912944399897242
19 292.9225869841606 280.00007816396362 0.79916384699936316
20 292.7211379769592 280.00008038879764 0.83921147900036885
21 292.52642954511833 280.00008253918088 0.87925520399949164
22 292.3380024426238 280.00008462019935 0.91929273200003081
23 292.15544635734545 280.00008663637647 0.95927739400030987
24 291.97839294191783 280.00008859177933 1.0013145499997336
25 291.80651006684877 280.00009049007684 1.0412823879996722
26 291.63949704460407 280.00009233459258 1.0814054909988045
27 291.47708063188134 280.00009412834112 1.1214371850001044
28 291.3190116608244 280.00009587408061 1.1615346099988528
29 291.16506218270166 280.00009757432014 1.2016263570003503
30 291.01502303191609 280.00009923137344 1.2417029999996885
31 290.8687017374545 280.00010084736562 1.2817743300001894
32 290.72592072306082 280.00010242425958 1.3219191520001914
33 290.58651574885505 280.00010396386881 1.3622386129991355
34 290.45033455613049 280.00010546787308 1.4023915079997096
35 290.31723568386531 280.00010693783577 1.4424572129992157
36 290.1870874310722 280.00010837521205 1.4825873989993852
37 290.05976694369298 280.00010978135913 1.5227360749995569
38 289.93515940824142 280.00011115753819 1.562849488998836
39 289.81315733741064 280.00011250494947 1.6029399870003544
40 289.69365993502521 280.00011382469506 1.643071319000228
41 289.57657253000707 280.00011511782526 1.6831109809991176
42 289.46180607025047 280.00011638532283 1.7232734600002004
43 289.34927666900603 280.00011762811192 1.7633029659991735
44 289.2389051971781 280.00011884707158 1.803459610999198
45 289.1306169159223 280.000120043023 1.8435601089986449
46 289.0243411450254 280.00012121674706 1.8836623249990225
47 288.92001096260805 280.00012236898357 1.9237558439999702
48 288.81756293285207 280.00012350043602 1.9638715499986574
49 288.71693685846623 280.00012461176561 2.003915691999282
50 288.61807555530538 280.000125703604 2.0441028589993948
51 288.52092464675098 280.00012677655195 2.0840885620000336
