iteration internal-T external-T loop-time(ms) wall-time(ms)
871 273.596 260 9.51016 9807
872 273.584 260 9.50948 9818
873 273.573 260 9.51625 9829
874 273.561 260 9.55516 9840
875 273.55 260 9.855 9853
876 273.538 260 9.74807 9864
877 273.527 260 9.52365 9876
878 273.515 260 9.53307 9887
879 273.504 260 9.50562 9898
880 273.492 260 9.52328 9909
881 273.481 260 9.49917 9921
882 273.469 260 9.45901 9932
883 273.458 260 9.45693 9943
884 273.446 260 9.47193 9954
885 273.435 260 9.45662 9965
886 273.423 260 9.50688 9977
887 273.412 260 9.51375 9988
888 273.401 260 9.51437 9999
889 273.389 260 9.51604 10010
890 273.378 260 9.53083 10022
891 273.367 260 9.50292 10033
892 273.355 260 9.5262 10044
893 273.344 260 9.5063 10055
894 273.333 260 9.49734 10067
895 273.322 260 9.44302 10078
896 273.31 260 9.46281 10089
897 273.299 260 9.50573 10100
898 273.288 260 9.51771 10111
899 273.276 260 9.51635 10123
900 273.265 260 9.49891 10134
901 273.254 260 9.50427 10145
902 273.243 260 9.52432 10156
903 273.232 260 9.49286 10168
904 273.221 260 9.50818 10179
905 273.209 260 9.49984 10190
906 273.198 260 9.5301 10201
907 273.187 260 9.46057 10213
908 273.176 260 9.46875 10224
909 273.165 260 9.51036 10235
910 273.154 260 9.5225 10246
911 273.143 260 9.50542 10257
912 273.132 260 9.51016 10269
913 273.121 260 9.50849 10280
914 273.109 260 9.52458 10291
915 273.098 260 9.48875 10302
916 273.087 260 9.53203 10314
917 273.076 260 9.51224 10325
918 273.065 260 9.50917 10336
919 273.054 260 9.4738 10347
920 273.043 260 9.49865 10359
921 273.033 260 9.49094 10370
922 273.022 260 9.51083 10381
923 273.011 260 9.48427 10392
924 273 260 9.47495 10404
925 272.989 260 9.49625 10415
926 272.978 260 9.52328 10426
927 272.967 260 9.5125 10437
928 272.956 260 9.51224 10448
929 272.945 260 9.50219 10460
930 272.934 260 9.5287 10471
931 272.924 260 9.49823 10482
932 272.913 260 9.51562 10493
933 272.902 260 9.4738 10505
934 272.891 260 9.48391 10516
935 272.88 260 9.50068 10527
936 272.87 260 9.50838 10538
937 272.859 260 9.5125 10550
938 272.848 260 9.5063 10561
939 272.837 260 9.5174 10572
940 272.827 260 9.52818 10583
941 272.816 260 9.46594 10594
942 272.805 260 9.52797 10606
943 272.794 260 9.51339 10617
944 272.784 260 9.52089 10628
945 272.773 260 9.50328 10639
946 272.762 260 9.51979 10651
947 272.752 260 9.48375 10662
948 272.741 260 9.51526 10673
949 272.73 260 9.49078 10684
950 272.72 260 9.51562 10696
951 272.709 260 9.50505 10707
952 272.699 260 9.48792 10718
953 272.688 260 9.49927 10729
954 272.677 260 9.53823 10741
955 272.667 260 9.4901 10752
956 272.656 260 9.49891 10763
957 272.646 260 9.50313 10774
958 272.635 260 9.51708 10786
959 272.625 260 9.50187 10797
960 272.614 260 9.46385 10808
961 272.604 260 9.52484 10819
962 272.593 260 9.49344 10830
963 272.583 260 9.51328 10842
964 272.572 260 9.52703 10853
965 272.562 260 9.50901 10864
966 272.552 260 9.5125 10875
967 272.541 260 9.49 10887
968 272.531 260 9.48646 10898
969 272.52 260 9.49094 10909
970 272.51 260 9.52443 10920
971 272.5 260 9.48583 10932
972 272.489 260 9.51089 10943
973 272.479 260 9.50167 10954
974 272.468 260 9.50667 10965
975 272.458 260 9.4887 10976
976 272.448 260 9.52635 10988
977 272.437 260 9.50005 10999
978 272.427 260 9.51375 11010
979 272.417 260 9.46589 11021
980 272.407 260 9.52021 11033
981 272.396 260 9.49839 11044
982 272.386 260 9.51385 11055
983 272.376 260 9.51224 11066
984 272.366 260 9.52729 11078
985 272.355 260 9.49844 11089
986 272.345 260 9.51984 11100
987 272.335 260 9.51375 11111
988 272.325 260 9.50786 11123
989 272.315 260 9.49453 11134
990 272.304 260 9.52104 11145
991 272.294 260 9.47516 11156
992 272.284 260 9.51797 11168
993 272.274 260 9.50412 11179
994 272.264 260 9.52641 11190
995 272.254 260 9.49552 11201
996 272.244 260 9.51661 11213
997 272.234 260 9.50594 11224
998 272.223 260 9.49172 11235
999 272.213 260 9.47151 11246
1000 272.203 260 9.52526 11258
1001 272.193 260 9.55964 11269
1002 272.183 260 9.53547 11280
1003 272.173 260 9.50839 11291
1004 272.163 260 9.52844 11303
1005 272.153 260 9.48911 11314
1006 272.143 260 9.495 11325
1007 272.133 260 9.52115 11337
1008 272.123 260 9.53849 11348
1009 272.113 260 9.51349 11359
1010 272.103 260 9.51417 11370
1011 272.093 260 9.50182 11382
1012 272.083 260 9.49417 11393
1013 272.073 260 9.51036 11404
1014 272.064 260 9.50359 11415
1015 272.054 260 9.49885 11427
1016 272.044 260 9.5301 11438
1017 272.034 260 9.50568 11449
1018 272.024 260 9.4751 11460
1019 272.014 260 9.50646 11472
1020 272.004 260 9.49219 11483
1021 271.994 260 9.4787 11494
1022 271.985 260 9.50667 11505
1023 271.975 260 9.50844 11516
1024 271.965 260 9.49224 11528
1025 271.955 260 9.50912 11539
1026 271.945 260 9.53182 11550
1027 271.936 260 9.51188 11561
1028 271.926 260 9.51448 11573
1029 271.916 260 9.49693 11584
1030 271.906 260 9.51865 11595
1031 271.897 260 9.49672 11606
1032 271.887 260 9.52896 11618
1033 271.877 260 9.45406 11629
1034 271.867 260 9.52344 11640
1035 271.858 260 9.50198 11651
1036 271.848 260 9.48448 11663
1037 271.838 260 9.50339 11674
1038 271.829 260 9.50463 11685
1039 271.819 260 9.4938 11696
1040 271.809 260 9.51338 11708
1041 271.8 260 9.46422 11719
1042 271.79 260 9.52292 11730
1043 271.78 260 9.46136 11741
1044 271.771 260 9.52599 11752
1045 271.761 260 9.4888 11764
1046 271.752 260 9.53953 11775
1047 271.742 260 9.51854 11786
1048 271.732 260 9.52557 11797
1049 271.723 260 9.51458 11809
1050 271.713 260 9.51787 11820
1051 271.704 260 9.50234 11831
1052 271.694 260 9.50719 11842
1053 271.685 260 9.50417 11854
1054 271.675 260 9.51016 11865
1055 271.666 260 9.5076 11876
1056 271.656 260 9.53573 11887
1057 271.647 260 9.48266 11899
1058 271.637 260 9.52453 11910
1059 271.628 260 9.50365 11921
1060 271.618 260 9.67167 11933
1061 271.609 260 9.85469 11945
1062 271.599 260 9.56432 11956
1063 271.59 260 9.54042 11967
1064 271.581 260 9.8651 11979
1065 271.571 260 9.59464 11990
1066 271.562 260 9.5351 12002
1067 271.552 260 9.50614 12013
1068 271.543 260 9.50333 12024
1069 271.534 260 9.52969 12036
1070 271.524 260 9.51589 12047
1071 271.515 260 9.48781 12058
1072 271.506 260 9.51458 12069
1073 271.496 260 9.49917 12081
1074 271.487 260 9.52104 12092
1075 271.478 260 9.49557 12103
1076 271.468 260 9.52859 12114
1077 271.459 260 9.46766 12126
1078 271.45 260 9.48391 12137
1079 271.44 260 9.48021 12148
1080 271.431 260 9.50734 12159
1081 271.422 260 9.50328 12170
1082 271.413 260 9.50828 12182
1083 271.403 260 9.51937 12193
1084 271.394 260 9.51109 12204
1085 271.385 260 9.5038 12215
1086 271.376 260 9.54537 12227
1087 271.367 260 9.49094 12238
1088 271.357 260 9.51854 12249
1089 271.348 260 9.43453 12260
1090 271.339 260 9.51745 12272
1091 271.33 260 9.50266 12283
1092 271.321 260 9.46589 12294
1093 271.312 260 9.50771 12305
1094 271.302 260 9.47859 12316
1095 271.293 260 9.46568 12328
1096 271.284 260 9.4626 12339
1097 271.275 260 9.46641 12350
1098 271.266 260 9.51338 12361
1099 271.257 260 9.46193 12372
1100 271.248 260 9.49521 12384
1101 271.239 260 9.52146 12395
1102 271.23 260 9.52068 12406
1103 271.221 260 9.50167 12417
1104 271.212 260 9.49463 12429
1105 271.203 260 9.50714 12440
1106 271.194 260 9.51401 12451
1107 271.185 260 9.49625 12462
1108 271.176 260 9.52578 12474
1109 271.167 260 9.45958 12485
1110 271.158 260 9.5174 12496
1111 271.149 260 9.50734 12507
1112 271.14 260 9.50625 12519
1113 271.131 260 9.49859 12530
1114 271.122 260 9.51615 12541
1115 271.113 260 9.50031 12552
1116 271.104 260 9.52224 12563
1117 271.095 260 9.49537 12575
1118 271.086 260 9.50167 12586
1119 271.077 260 9.50813 12597
1120 271.068 260 9.49047 12608
1121 271.059 260 9.49995 12620
1122 271.05 260 9.51526 12631
1123 271.041 260 9.49016 12642
1124 271.033 260 9.47286 12653
1125 271.024 260 9.44812 12664
1126 271.015 260 9.50583 12676
1127 271.006 260 9.48583 12687
1128 270.997 260 9.51609 12698
1129 270.988 260 9.49583 12709
1130 270.98 260 9.49438 12721
1131 270.971 260 9.51359 12732
1132 270.962 260 9.51036 12743
1133 270.953 260 9.52708 12754
1134 270.944 260 9.52672 12766
1135 270.936 260 9.45687 12777
1136 270.927 260 9.47052 12788
1137 270.918 260 9.50115 12799
1138 270.909 260 9.525 12811
1139 270.901 260 9.52307 12822
1140 270.892 260 9.61057 12833
1141 270.883 260 9.52656 12845
1142 270.874 260 9.51521 12856
1143 270.866 260 9.50214 12867
1144 270.857 260 9.54161 12879
1145 270.848 260 9.5349 12890
1146 270.84 260 9.54354 12901
1147 270.831 260 9.51713 12912
1148 270.822 260 9.51307 12924
1149 270.814 260 9.45578 12935
1150 270.805 260 9.53078 12946
1151 270.796 260 9.51224 12957
1152 270.788 260 9.51432 12969
1153 270.779 260 9.4699 12980
1154 270.771 260 9.51901 12991
1155 270.762 260 9.57906 13003
1156 270.753 260 9.52411 13014
1157 270.745 260 9.51667 13025
1158 270.736 260 9.52667 13036
1159 270.728 260 9.48422 13048
1160 270.719 260 9.51229 13059
1161 270.711 260 9.52099 13070
1162 270.702 260 9.51557 13081
1163 270.694 260 9.47453 13093
1164 270.685 260 9.44979 13104
1165 270.676 260 9.51214 13115
1166 270.668 260 9.50917 13126
1167 270.659 260 9.48521 13137
1168 270.651 260 9.50266 13149
1169 270.642 260 9.50417 13160
1170 270.634 260 9.4926 13171
1171 270.626 260 9.49359 13182
1172 270.617 260 9.52349 13194
1173 270.609 260 9.44995 13205
1174 270.6 260 9.49292 13216
1175 270.592 260 9.48766 13227
1176 270.583 260 9.49463 13238
1177 270.575 260 9.46104 13250
1178 270.566 260 9.50937 13261
1179 270.558 260 9.49177 13272
1180 270.55 260 9.52599 13283
1181 270.541 260 9.49281 13295
1182 270.533 260 9.49297 13306
1183 270.525 260 9.50745 13317
1184 270.516 260 9.51641 13328
1185 270.508 260 9.50151 13340
1186 270.5 260 9.53474 13351
1187 270.491 260 9.50125 13362
1188 270.483 260 9.5125 13373
1189 270.474 260 9.46562 13385
1190 270.466 260 9.51693 13396
1191 270.458 260 9.49432 13407
1192 270.45 260 9.5313 13418
1193 270.441 260 9.45401 13430
1194 270.433 260 9.52219 13441
1195 270.425 260 9.50271 13452
1196 270.416 260 9.51026 13463
1197 270.408 260 9.49974 13474
1198 270.4 260 9.5299 13486
1199 270.392 260 9.48401 13497
1200 270.383 260 9.53615 13508
1201 270.375 260 9.48104 13520
1202 270.367 260 9.4762 13531
1203 270.359 260 9.49443 13542
1204 270.351 260 9.52651 13553
1205 270.342 260 9.50458 13565
1206 270.334 260 9.51089 13576
1207 270.326 260 9.54578 13587
1208 270.318 260 9.48141 13598
1209 270.31 260 9.50542 13610
1210 270.302 260 9.51437 13621
1211 270.293 260 9.51427 13632
1212 270.285 260 9.49844 13643
1213 270.277 260 9.48661 13655
1214 270.269 260 9.4963 13666
1215 270.261 260 9.49672 13677
1216 270.253 260 9.48495 13688
1217 270.245 260 9.48526 13700
1218 270.237 260 9.52177 13711
1219 270.229 260 9.47641 13722
1220 270.22 260 9.49573 13733
1221 270.212 260 9.53146 13745
1222 270.204 260 9.53557 13756
1223 270.196 260 9.50401 13767
1224 270.188 260 9.52656 13778
1225 270.18 260 9.50156 13790
1226 270.172 260 9.50724 13801
1227 270.164 260 9.51141 13812
1228 270.156 260 9.49078 13823
1229 270.148 260 9.44589 13834
1230 270.14 260 9.44755 13846
1231 270.132 260 9.50412 13857
1232 270.124 260 9.4662 13868
1233 270.116 260 9.50948 13879
1234 270.108 260 9.51865 13891
1235 270.1 260 9.4712 13902
1236 270.092 260 9.52245 13913
1237 270.084 260 9.50271 13924
1238 270.076 260 9.51875 13935
1239 270.068 260 9.44354 13947
1240 270.06 260 9.5276 13958
1241 270.053 260 9.51484 13969
1242 270.045 260 9.51912 13980
1243 270.037 260 9.50854 13992
1244 270.029 260 9.49599 14003
1245 270.021 260 9.48818 14014
1246 270.013 260 9.50505 14025
1247 270.005 260 9.46109 14037
1248 269.997 260 9.50714 14048
1249 269.989 260 9.49078 14059
1250 269.982 260 9.51766 14070
1251 269.974 260 9.51255 14081
1252 269.966 260 9.4913 14093
1253 269.958 260 9.48286 14104
1254 269.95 260 9.51609 14115
1255 269.942 260 9.48995 14126
1256 269.935 260 9.49917 14138
1257 269.927 260 9.47906 14149
1258 269.919 260 9.52917 14160
1259 269.911 260 9.48547 14171
1260 269.903 260 9.48656 14182
1261 269.896 260 9.47182 14194
1262 269.888 260 9.49385 14205
1263 269.88 260 9.50333 14216
1264 269.872 260 9.50562 14227
1265 269.865 260 9.51161 14239
1266 269.857 260 9.51812 14250
1267 269.849 260 9.5062 14261
1268 269.841 260 9.50818 14272
1269 269.834 260 9.43214 14283
1270 269.826 260 9.51412 14295
1271 269.818 260 9.46401 14306
1272 269.811 260 9.48135 14317
1273 269.803 260 9.46115 14328
1274 269.795 260 9.5312 14340
1275 269.788 260 9.50682 14351
1276 269.78 260 9.52318 14362
1277 269.772 260 9.50208 14373
1278 269.765 260 9.45292 14384
1279 269.757 260 9.49964 14396
1280 269.749 260 9.45521 14407
1281 269.742 260 9.4463 14418
1282 269.734 260 9.48703 14429
1283 269.726 260 9.46849 14441
1284 269.719 260 9.49911 14452
1285 269.711 260 9.49599 14463
1286 269.704 260 9.52672 14474
1287 269.696 260 9.50521 14485
1288 269.689 260 9.49786 14497
1289 269.681 260 9.50745 14508
1290 269.673 260 9.5112 14519
1291 269.666 260 9.47073 14530
1292 269.658 260 9.56135 14542
1293 269.651 260 10.1363 14554
1294 269.643 260 10.241 14566
1295 269.636 260 10.1529 14578
1296 269.628 260 10.1636 14590
1297 269.621 260 10.2396 14602
1298 269.613 260 9.69771 14614
1299 269.606 260 9.56193 14625
1300 269.598 260 9.51833 14637
1301 269.591 260 9.50021 14648
1302 269.583 260 9.5249 14659
1303 269.576 260 9.50589 14670
1304 269.568 260 9.5251 14682
1305 269.561 260 9.49422 14693
1306 269.553 260 9.48755 14704
1307 269.546 260 9.52333 14716
1308 269.538 260 9.48953 14727
1309 269.531 260 9.45833 14738
1310 269.523 260 9.49073 14749
1311 269.516 260 9.47729 14760
1312 269.509 260 9.50739 14772
1313 269.501 260 9.4762 14783
1314 269.494 260 9.5174 14794
1315 269.486 260 9.48063 14805
1316 269.479 260 9.50339 14816
1317 269.472 260 9.50104 14828
1318 269.464 260 9.46469 14839
1319 269.457 260 9.45625 14850
1320 269.45 260 9.52213 14861
1321 269.442 260 9.47516 14873
1322 269.435 260 9.48651 14884
1323 269.428 260 9.5187 14895
1324 269.42 260 9.5037 14906
1325 269.413 260 9.51818 14918
1326 269.406 260 9.9163 14930
1327 269.398 260 9.73724 14941
1328 269.391 260 9.53031 14953
1329 269.384 260 9.51615 14964
1330 269.376 260 9.50464 14975
1331 269.369 260 9.45229 14986
1332 269.362 260 9.48682 14998
1333 269.354 260 9.46391 15009
1334 269.347 260 9.44323 15020
1335 269.34 260 9.51969 15031
1336 269.333 260 9.51547 15042
1337 269.325 260 9.50177 15054
1338 269.318 260 9.50797 15065
1339 269.311 260 9.51375 15076
1340 269.304 260 9.49177 15087
1341 269.297 260 9.50677 15099
1342 269.289 260 9.51891 15110
1343 269.282 260 9.49401 15121
1344 269.275 260 9.50813 15132
1345 269.268 260 9.51089 15144
1346 269.261 260 9.49271 15155
1347 269.253 260 9.48135 15166
1348 269.246 260 9.51698 15177
1349 269.239 260 9.49979 15189
1350 269.232 260 9.51703 15200
1351 269.225 260 9.49292 15211
1352 269.218 260 9.50375 15222
1353 269.21 260 9.47818 15233
1354 269.203 260 9.52578 15245
1355 269.196 260 9.46953 15256
1356 269.189 260 9.47906 15267
1357 269.182 260 9.45099 15278
1358 269.175 260 9.50109 15290
1359 269.168 260 9.50672 15301
1360 269.161 260 9.50187 15312
1361 269.153 260 9.51516 15323
1362 269.146 260 9.52193 15335
1363 269.139 260 9.48432 15346
1364 269.132 260 9.48818 15357
1365 269.125 260 9.47922 15368
1366 269.118 260 9.45375 15379
1367 269.111 260 9.4975 15391
1368 269.104 260 9.50141 15402
1369 269.097 260 9.48432 15413
1370 269.09 260 9.49953 15424
1371 269.083 260 9.51557 15436
1372 269.076 260 9.5099 15447
1373 269.069 260 9.495 15458
1374 269.062 260 9.51714 15469
1375 269.055 260 9.52615 15481
1376 269.048 260 9.53448 15492
1377 269.041 260 9.51057 15503
1378 269.034 260 9.49063 15514
1379 269.027 260 9.5188 15526
1380 269.02 260 9.54635 15537
1381 269.013 260 9.50693 15548
1382 269.006 260 9.52677 15559
1383 268.999 260 9.50198 15571
1384 268.992 260 9.50037 15582
1385 268.985 260 9.51469 15593
1386 268.978 260 9.50833 15604
1387 268.971 260 9.5113 15616
1388 268.964 260 9.53146 15627
1389 268.957 260 9.50745 15638
1390 268.951 260 9.52359 15649
1391 268.944 260 9.51021 15661
1392 268.937 260 9.45667 15672
1393 268.93 260 9.46984 15683
1394 268.923 260 9.52271 15694
1395 268.916 260 9.50234 15705
1396 268.909 260 9.51974 15717
1397 268.902 260 9.50573 15728
1398 268.896 260 9.53401 15739
1399 268.889 260 9.50484 15750
1400 268.882 260 9.50693 15762
1401 268.875 260 9.52771 15773
1402 268.868 260 9.5113 15784
1403 268.861 260 9.49469 15796
1404 268.854 260 9.48156 15807
1405 268.848 260 9.48094 15818
1406 268.841 260 9.54302 15829
1407 268.834 260 9.53396 15841
1408 268.827 260 9.53261 15852
1409 268.82 260 9.49125 15863
1410 268.814 260 9.47875 15875
1411 268.807 260 9.49141 15886
1412 268.8 260 9.55641 15897
1413 268.793 260 9.49703 15908
1414 268.787 260 9.51969 15920
1415 268.78 260 9.49958 15931
1416 268.773 260 9.51354 15942
1417 268.766 260 9.49568 15953
1418 268.76 260 9.50917 15965
1419 268.753 260 9.49813 15976
1420 268.746 260 9.50906 15987
1421 268.739 260 9.46917 15998
1422 268.733 260 9.50255 16010
1423 268.726 260 9.45958 16021
1424 268.719 260 9.50542 16032
1425 268.713 260 9.49307 16043
1426 268.706 260 9.50823 16054
1427 268.699 260 9.43682 16066
1428 268.692 260 9.53047 16077
1429 268.686 260 9.49625 16088
1430 268.679 260 9.52156 16099
1431 268.672 260 9.47656 16111
1432 268.666 260 9.52469 16122
1433 268.659 260 9.51505 16133
1434 268.653 260 9.54635 16144
1435 268.646 260 9.50807 16156
1436 268.639 260 9.5275 16167
1437 268.633 260 9.50885 16178
1438 268.626 260 9.47453 16189
1439 268.619 260 9.47021 16201
1440 268.613 260 9.48812 16212
1441 268.606 260 9.44188 16223
1442 268.6 260 9.51562 16234
1443 268.593 260 9.49932 16245
1444 268.586 260 9.47193 16257
1445 268.58 260 9.45927 16268
1446 268.573 260 9.49109 16279
1447 268.567 260 9.46052 16290
1448 268.56 260 9.48568 16301
1449 268.554 260 9.50271 16313
1450 268.547 260 9.53187 16324
1451 268.54 260 9.50693 16335
1452 268.534 260 9.50901 16347
1453 268.527 260 9.49219 16358
1454 268.521 260 9.49651 16369
1455 268.514 260 9.51859 16380
1456 268.508 260 9.52547 16392
1457 268.501 260 9.51141 16403
1458 268.495 260 9.50786 16414
1459 268.488 260 9.50521 16425
1460 268.482 260 9.49448 16436
1461 268.475 260 9.46755 16448
1462 268.469 260 9.52417 16459
1463 268.462 260 9.48292 16470
1464 268.456 260 9.50156 16481
1465 268.449 260 9.44833 16492
1466 268.443 260 9.51719 16504
1467 268.436 260 9.48417 16515
1468 268.43 260 9.51042 16526
1469 268.424 260 9.51297 16537
1470 268.417 260 9.52453 16549
1471 268.411 260 9.5163 16560
1472 268.404 260 9.51589 16571
1473 268.398 260 9.51255 16583
1474 268.391 260 9.51302 16594
1475 268.385 260 9.51073 16605
1476 268.379 260 9.50714 16616
1477 268.372 260 9.46125 16627
1478 268.366 260 9.49651 16639
1479 268.359 260 9.52411 16650
1480 268.353 260 9.49286 16661
1481 268.347 260 9.45193 16672
1482 268.34 260 9.48927 16684
1483 268.334 260 9.48401 16695
1484 268.328 260 9.50912 16706
1485 268.321 260 9.48802 16717
1486 268.315 260 9.51401 16729
1487 268.309 260 9.51276 16740
1488 268.302 260 9.53557 16751
1489 268.296 260 9.47672 16762
1490 268.29 260 9.50776 16774
1491 268.283 260 9.5149 16785
1492 268.277 260 9.51885 16796
1493 268.271 260 9.50474 16807
1494 268.264 260 9.5049 16819
1495 268.258 260 9.49922 16830
1496 268.252 260 9.52599 16841
1497 268.245 260 9.5088 16852
1498 268.239 260 9.50719 16864
1499 268.233 260 9.50734 16875
1500 268.227 260 9.51167 16886
1501 268.22 260 9.51229 16897
1502 268.214 260 9.51536 16909
1503 268.208 260 9.46849 16920
1504 268.202 260 9.57203 16932
1505 268.195 260 9.99417 16943
1506 268.189 260 9.6076 16955
1507 268.183 260 9.52969 16966
1508 268.177 260 9.80505 16978
1509 268.17 260 9.59104 16989
1510 268.164 260 9.53776 17001
1511 268.158 260 9.52255 17012
1512 268.152 260 9.52339 17023
1513 268.146 260 9.5212 17035
1514 268.139 260 9.515 17046
1515 268.133 260 9.515 17057
1516 268.127 260 9.51635 17068
1517 268.121 260 9.44115 17079
1518 268.115 260 9.51901 17091
1519 268.108 260 9.49531 17102
1520 268.102 260 9.48365 17113
1521 268.096 260 9.4962 17124
1522 268.09 260 9.50807 17136
1523 268.084 260 9.48349 17147
1524 268.078 260 9.48964 17158
1525 268.072 260 9.47432 17169
1526 268.065 260 9.50125 17181
1527 268.059 260 9.48276 17192
1528 268.053 260 9.49323 17203
1529 268.047 260 9.4975 17214
1530 268.041 260 9.51365 17225
1531 268.035 260 9.50104 17237
1532 268.029 260 9.5062 17248
1533 268.023 260 9.48573 17259
1534 268.016 260 9.52401 17270
1535 268.01 260 9.48484 17282
1536 268.004 260 9.50609 17293
1537 267.998 260 9.47547 17304
1538 267.992 260 9.48943 17315
1539 267.986 260 9.47146 17326
1540 267.98 260 9.49984 17338
1541 267.974 260 9.47177 17349
1542 267.968 260 9.52542 17360
1543 267.962 260 9.49375 17371
1544 267.956 260 9.52385 17383
1545 267.95 260 9.50542 17394
1546 267.944 260 9.50156 17405
1547 267.938 260 9.45969 17416
1548 267.932 260 9.4763 17428
1549 267.926 260 9.47656 17439
1550 267.92 260 9.51771 17450
1551 267.914 260 9.51979 17461
1552 267.908 260 9.50234 17472
1553 267.902 260 9.49167 17484
1554 267.896 260 9.53396 17495
1555 267.89 260 9.48932 17506
1556 267.884 260 9.52687 17517
1557 267.878 260 9.45078 17529
1558 267.872 260 9.51307 17540
1559 267.866 260 9.48078 17551
1560 267.86 260 9.5363 17562
1561 267.854 260 9.49135 17573
1562 267.848 260 9.52589 17585
1563 267.842 260 9.46375 17596
1564 267.836 260 9.50542 17607
1565 267.83 260 9.50958 17618
1566 267.824 260 9.51516 17630
1567 267.818 260 9.49427 17641
1568 267.812 260 9.51781 17652
1569 267.807 260 9.51234 17663
1570 267.801 260 9.52016 17675
1571 267.795 260 9.50635 17686
1572 267.789 260 9.49391 17697
1573 267.783 260 9.51333 17708
1574 267.777 260 9.52786 17720
1575 267.771 260 9.5013 17731
1576 267.765 260 9.5274 17742
1577 267.759 260 9.50214 17753
1578 267.754 260 9.51838 17765
1579 267.748 260 9.50651 17776
1580 267.742 260 9.52448 17787
1581 267.736 260 9.50406 17798
1582 267.73 260 9.50339 17810
1583 267.724 260 9.51302 17821
1584 267.718 260 9.53307 17832
1585 267.713 260 9.50229 17843
1586 267.707 260 9.53 17855
1587 267.701 260 9.49323 17866
1588 267.695 260 9.47953 17877
1589 267.689 260 9.49458 17888
1590 267.684 260 9.51609 17900
1591 267.678 260 9.48156 17911
1592 267.672 260 9.49536 17922
1593 267.666 260 9.44479 17933
1594 267.66 260 9.5151 17944
1595 267.655 260 9.49297 17956
1596 267.649 260 9.46974 17967
1597 267.643 260 9.50911 17978
1598 267.637 260 9.48219 17989
1599 267.631 260 9.53365 18001
1600 267.626 260 9.50214 18012
1601 267.62 260 9.50016 18023
1602 267.614 260 9.4825 18035
1603 267.608 260 9.50234 18046
1604 267.603 260 9.50724 18057
1605 267.597 260 9.48307 18068
1606 267.591 260 9.5251 18079
1607 267.586 260 9.52417 18091
1608 267.58 260 9.53151 18102
1609 267.574 260 9.50359 18113
1610 267.568 260 9.52958 18125
1611 267.563 260 9.48266 18136
1612 267.557 260 9.48875 18147
1613 267.551 260 9.50776 18158
1614 267.546 260 9.53141 18170
1615 267.54 260 9.46672 18181
1616 267.534 260 9.51078 18192
1617 267.529 260 9.47021 18203
1618 267.523 260 9.52063 18214
1619 267.517 260 9.4988 18226
1620 267.512 260 9.47125 18237
1621 267.506 260 9.5001 18248
1622 267.5 260 9.51182 18259
1623 267.495 260 9.50219 18271
1624 267.489 260 9.52021 18282
1625 267.483 260 9.44703 18293
1626 267.478 260 9.50667 18304
1627 267.472 260 9.5199 18316
1628 267.466 260 9.52661 18327
1629 267.461 260 9.52005 18338
1630 267.455 260 9.5213 18349
1631 267.45 260 9.50531 18361
1632 267.444 260 9.52365 18372
1633 267.438 260 9.49875 18383
1634 267.433 260 9.46359 18394
1635 267.427 260 9.47563 18405
1636 267.422 260 9.46339 18417
1637 267.416 260 9.49813 18428
1638 267.41 260 9.52125 18439
1639 267.405 260 9.5001 18450
1640 267.399 260 9.5187 18462
1641 267.394 260 9.49672 18473
1642 267.388 260 9.50443 18484
1643 267.383 260 9.50266 18495
1644 267.377 260 9.51802 18507
1645 267.371 260 9.48438 18518
1646 267.366 260 9.54427 18529
1647 267.36 260 9.49036 18540
1648 267.355 260 9.48302 18551
1649 267.349 260 9.50792 18563
1650 267.344 260 9.51604 18574
1651 267.338 260 9.50974 18585
1652 267.333 260 9.51047 18596
1653 267.327 260 9.50682 18608
1654 267.322 260 9.49411 18619
1655 267.316 260 9.50609 18630
1656 267.311 260 9.50708 18641
1657 267.305 260 9.43104 18653
1658 267.3 260 9.51412 18664
1659 267.294 260 9.51026 18675
1660 267.289 260 9.51547 18686
1661 267.283 260 9.44963 18697
1662 267.278 260 9.4874 18709
1663 267.272 260 9.50849 18720
1664 267.267 260 9.46089 18731
1665 267.262 260 9.47203 18742
1666 267.256 260 9.50136 18754
1667 267.251 260 9.44792 18765
1668 267.245 260 9.47781 18776
1669 267.24 260 9.49823 18787
1670 267.234 260 9.50682 18799
1671 267.229 260 9.48875 18810
1672 267.223 260 9.48651 18821
1673 267.218 260 9.4912 18832
1674 267.213 260 9.50745 18844
1675 267.207 260 9.4526 18855
1676 267.202 260 9.51875 18866
1677 267.196 260 9.53057 18877
1678 267.191 260 9.54797 18889
1679 267.186 260 9.51333 18900
1680 267.18 260 9.50875 18911
1681 267.175 260 9.48208 18922
1682 267.169 260 9.45792 18934
1683 267.164 260 9.50115 18945
1684 267.159 260 9.52203 18956
1685 267.153 260 9.49839 18967
1686 267.148 260 9.52802 18979
1687 267.143 260 9.50797 18990
1688 267.137 260 9.51469 19001
1689 267.132 260 9.5101 19012
1690 267.127 260 9.52719 19024
1691 267.121 260 9.50313 19035
1692 267.116 260 9.52859 19046
1693 267.111 260 9.5037 19057
1694 267.105 260 9.52349 19069
1695 267.1 260 9.50214 19080
1696 267.095 260 9.51677 19091
1697 267.089 260 9.49573 19102
1698 267.084 260 9.51469 19114
1699 267.079 260 9.49734 19125
1700 267.073 260 9.51005 19136
