iterat. internal-T external-T elapsed-time
0 300 280 0.030204063000013548
1 299.93340000000046 280.00000073553855 0.064373802000005753
2 299.86768806437487 280.00000146127354 0.099673021000000972
3 299.80284266858348 280.00000217743832 0.13458536500002083
4 299.73884295557963 280.00000288425548 0.16941755199999875
5 299.67566871191468 280.00000358195803 0.20401843800001984
6 299.61330034464868 280.00000427076276 0.23572270900001513
7 299.55171885926046 280.0000049508796 0.26813244800001712
8 299.49090583844264 280.00000562250858 0.2997772920000159
9 299.43084342173273 280.00000628584786 0.33213395900000364
10 299.37151428590596 280.00000694108581 0.36351244800002291
11 299.31290162620684 280.00000758840997 0.39533380200001034
12 299.25498913828579 280.0000082280061 0.42692708300000959
13 299.19776100083567 280.00000886004221 0.45824703100001329
14 299.1412018589059 280.00000948469182 0.4891661460000023
15 299.08529680787558 280.00001010211304 0.52316078100000141
16 299.03003137803557 280.0000107124738 0.5556101040000101
17 298.97539151974337 280.0000113159262 0.58657229199999961
18 298.92136358920067 280.00001191261299 0.61898770800002012
19 298.86793433470336 280.00001250269185 0.65011322899999868
20 298.81509088345211 280.00001308630669 0.68138104199999816
21 298.76282072887614 280.00001366358396 0.71218343800001094
22 298.71111171836895 280.00001423466671 0.74369437500001823
23 298.65995204158116 280.00001479968046 0.77472333299999718
24 298.60933021904629 280.00001535875333 0.80582166700000357
25 298.55923509130776 280.00001591201237 0.83687130200002002
26 298.50965580839664 280.00001645957457 0.86778250000000412
27 298.46058181974081 280.00001700155718 0.89893468700000767
28 298.41200286440323 280.00001753806885 0.92982312500001285
29 298.36390896171133 280.00001806921978 0.96065921900000717
30 298.31629040220054 280.00001859512929 0.99524442700001714
31 298.26913773890857 280.00001911588816 1.0303498960000184
32 298.22244177896613 280.00001963160429 1.080585885000005
33 298.17619357550308 280.00002014237754 1.1310004170000241
34 298.13038441984156 280.00002064830443 1.1672821870000121
35 298.08500583396773 280.00002114947142 1.198054739000014
36 298.04004956326213 280.00002164597379 1.2346955730000104
37 297.9955075695035 280.00002213790202 1.2668151040000168
