iteration internal-T external-T loop-time(ms) calcT-time(ms) wall-time(ms)
0 300 280 20.050884246826172 2.9232809543609619 23
1 299.19999999999999 280.00000883531476 20.057186126708984 2.9424479007720947 46
2 298.52813741741738 280.0000162554615 20.007499694824219 2.914323091506958 69
3 297.94710600452674 280.00002267245571 19.977239608764648 2.9735939502716064 92
4 297.43349718286197 280.00002834482524 20.008489608764648 2.9501569271087646 115
5 296.97180041472416 280.00003344387056 19.963489532470703 2.9691660404205322 139
6 296.55130638030687 280.00003808786704 19.967395782470703 2.9564061164855957 162
7 296.16435677203572 280.00004236139398 19.938697814941406 2.9651041030883789 185
8 295.80530500684142 280.00004632681322 19.941509246826172 2.9004690647125244 208
9 295.46987441645172 280.00005003135669 19.926563262939453 2.9553649425506592 231
10 295.15474864618375 280.00005351165095 19.959686279296875 2.9204161167144775 254
11 294.85730236363128 280.00005679669039 19.923072814941406 2.9525520801544189 277
12 294.57541936238107 280.00005990984664 19.913385391235352 2.9316658973693848 300
13 294.30736659798424 280.0000628702598 19.917238235473633 2.9665629863739014 323
14 294.05170493986634 280.00006569382384 19.907291412353516 2.9272921085357666 346
15 293.80722459684324 280.00006839389982 19.917499542236328 2.9248440265655518 369
16 293.57289749130234 280.00007098184204 19.906875610351562 2.9288539886474609 392
17 293.34784151461503 280.0000734673925 19.903488159179688 2.9661459922790527 415
18 293.1312932699164 280.00007585898231 19.895936965942383 2.9416670799255371 438
19 292.92258698416197 280.00007816396453 19.902240753173828 2.9529690742492676 461
20 292.72113797695755 280.00008038879622 19.908958435058594 2.9648439884185791 485
21 292.52642954511953 280.00008253918406 19.934530258178711 2.9934380054473877 508
22 292.33800244261971 280.00008462020008 19.913646697998047 2.950261116027832 531
23 292.15544635734591 280.00008663637567 19.908958435058594 2.9423439502716064 554
24 291.97839294191681 280.00008859177899 19.905467987060547 2.942500114440918 577
25 291.80651006684599 280.00009049007815 19.959896087646484 2.9216148853302002 600
26 291.63949704460504 280.00009233459394 19.905729293823242 2.9443221092224121 623
27 291.47708063188128 280.00009412834402 19.953125 2.9196360111236572 646
28 291.31901166082787 280.00009587408044 19.911405563354492 2.9298439025878906 669
29 291.16506218269768 280.00009757432053 19.902917861938477 2.9465100765228271 692
30 291.01502303191194 280.00009923137452 19.937395095825195 2.8958859443664551 715
31 290.86870173745945 280.00010084736783 19.912343978881836 2.9640629291534424 738
32 290.72592072306355 280.0001024242618 19.897811889648438 2.9589059352874756 761
33 290.58651574885124 280.00010396387034 19.89958381652832 2.9418230056762695 784
34 290.45033455612861 280.00010546787496 19.901823043823242 2.9265620708465576 807
35 290.31723568386673 280.00010693783804 19.891302108764648 2.9426040649414062 830
36 290.18708743107362 280.00010837521393 19.931249618530273 2.9357819557189941 854
37 290.05976694368979 280.0001097813597 19.893020629882812 2.9570310115814209 877
38 289.93515940824278 280.00011115754319 19.941354751586914 2.9401040077209473 900
39 289.81315733741167 280.00011250495157 19.901405334472656 3.2349998950958252 923
40 289.6936599350297 280.00011382469802 19.952499389648438 2.966249942779541 947
41 289.57657253000582 280.00011511782816 19.91343879699707 2.9366669654846191 970
42 289.46180607024894 280.00011638532533 19.88557243347168 3.2288539409637451 993
43 289.34927666901166 280.00011762811619 19.922031402587891 3.272083044052124 1017
44 289.23890519717514 280.00011884707453 19.919790267944336 3.0219790935516357 1040
45 289.1306169159231 280.0001200430259 19.915937423706055 2.9529170989990234 1063
46 289.02434114502586 280.00012121675076 19.973176956176758 2.9772920608520508 1087
47 288.92001096261174 280.00012236898823 19.914896011352539 2.9128639698028564 1110
48 288.81756293285309 280.00012350043897 19.891510009765625 2.9507820606231689 1133
49 288.71693685846407 280.00012461176777 19.883176803588867 2.9610419273376465 1156
50 288.61807555530766 280.00012570360616 19.893177032470703 2.9135420322418213 1179
51 288.52092464674763 280.00012677655479 19.880781173706055 2.954740047454834 1202
52 288.42543237567719 280.00012783118513 19.889219284057617 2.9526560306549072 1225
53 288.33154943240402 280.00012886804177 19.923280715942383 2.9403650760650635 1248
54 288.23922879679174 280.00012988764411 19.912187576293945 2.932499885559082 1271
55 288.14842559324154 280.00013089048775 19.905521392822266 2.9352600574493408 1294
56 288.05909695726479 280.00013187704599 19.900156021118164 2.917396068572998 1317
57 287.97120191253401 280.00013284777145 19.877813339233398 2.945781946182251 1340
58 287.88470125742828 280.00013380309719 19.887395858764648 3.2741138935089111 1364
59 287.79955746019078 280.00013474343746 19.899999618530273 2.9651041030883789 1387
60 287.71573456191783 280.00013566918955 19.894166946411133 2.912916898727417 1410
61 287.63319808667342 280.00013658073425 19.882394790649414 2.9485929012298584 1433
62 287.55191495810391 280.00013747843678 19.882865905761719 2.9322919845581055 1456
63 287.47185342198782 280.00013836264782 19.881250381469727 2.9533329010009766 1479
64 287.39298297421027 280.00013923370443 19.882968902587891 2.9134900569915771 1502
65 287.31527429371033 280.00014009193018 19.900520324707031 2.9427089691162109 1525
66 287.23869917998297 280.00014093763673 19.877292633056641 2.9366669654846191 1548
67 287.16323049476711 280.00014177112371 19.88104248046875 2.9059898853302002 1571
68 287.08884210758015 280.00014259267977 19.870468139648438 2.9511458873748779 1594
69 287.01550884479389 280.00014340258281 19.871250152587891 2.9478640556335449 1617
70 286.94320644197416 280.00014420110091 19.873697280883789 2.9194269180297852 1640
71 286.87191149923098 280.00014498849248 19.869218826293945 2.9438021183013916 1663
72 286.80160143935132 280.00014576500689 19.870677947998047 2.9502079486846924 1686
73 286.73225446850324 280.00014653088476 19.889009475708008 2.9513540267944336 1709
74 286.66384953932084 280.00014728635864 19.882238388061523 2.942188024520874 1732
75 286.59636631619645 280.00014803165305 19.877395629882812 2.9342179298400879 1755
76 286.52978514261821 280.00014876698503 19.919792175292969 2.9335939884185791 1778
77 286.46408701040968 280.00014949256462 19.873384475708008 2.9697399139404297 1801
78 286.39925353073409 280.00015020859485 19.88067626953125 2.9569790363311768 1824
79 286.33526690674267 280.00015091527229 19.87208366394043 2.9122400283813477 1847
80 286.27210990775279 280.00015161278731 19.875520706176758 2.9576048851013184 1870
81 286.20976584485186 280.00015230132408 19.914478302001953 2.961198091506958 1893
82 286.14821854783156 280.00015298106121 19.873384475708008 2.9383859634399414 1916
83 286.08745234336385 280.00015365217189 19.876092910766602 2.9907290935516357 1939
84 286.02745203433705 280.00015431482393 19.898281097412109 2.945051908493042 1962
85 285.96820288027772 280.00015496918007 19.874895095825195 2.9352610111236572 1985
86 285.90969057878766 280.00015561539828 19.937240600585938 2.8929169178009033 2008
87 285.85190124793263 280.00015625363199 19.870677947998047 2.9394280910491943 2031
88 285.79482140952234 280.00015688402993 19.876302719116211 2.9618220329284668 2054
89 285.73843797322797 280.00015750673663 19.913280487060547 2.9554688930511475 2078
90 285.68273822148444 280.0001581218927 19.872291564941406 2.9501559734344482 2101
91 285.62770979513112 280.00015872963451 19.870260238647461 2.9478120803833008 2124
92 285.57334067974665 280.00015933009479 19.865207672119141 2.9573960304260254 2147
93 285.51961919263601 280.00015992340263 19.874843597412109 2.9670829772949219 2170
94 285.46653397043366 280.00016050968344 19.882707595825195 2.9559381008148193 2193
95 285.41407395728464 280.0001610890593 19.881927490234375 2.9765629768371582 2216
96 285.36222839357293 280.00016166164926 19.887916564941406 2.9410419464111328 2239
97 285.31098680516493 280.00016222756864 19.890781402587891 3.1591150760650635 2262
98 285.26033899313961 280.00016278693033 19.961301803588867 2.9443230628967285 2286
