iteration internal-T external-T loop-time(ms) calcT-time(ms) wall-time(ms)
0 300 280 92.006355285644531 14.589479446411133 106
1 299.52941176470586 280.0000049771603 91.979690551757812 14.566875457763672 213
2 299.12903123746594 280.00000921177121 91.93927001953125 14.736874580383301 320
3 298.77909166431755 280.00001291289522 91.891403198242188 14.843957901000977 427
4 298.46690224562025 280.00001621475604 91.881820678710938 14.735052108764648 534
5 298.18393889377279 280.00001920750816 91.825523376464844 14.711718559265137 641
6 297.92426262210012 280.00002195396547 91.814430236816406 14.934009552001953 748
7 297.68359997775019 280.0000244993256 91.812187194824219 14.701301574707031 855
8 297.45878626609931 280.00002687706007 91.810676574707031 14.98927116394043 962
9 297.24741703367158 280.00002911259958 91.786720275878906 14.717552185058594 1068
10 297.04762342582336 280.0000312257099 91.73724365234375 14.728489875793457 1175
11 296.85792341412753 280.00003323206556 91.770835876464844 15.090105056762695 1282
12 296.67712075391887 280.0000351443187 91.708747863769531 14.707863807678223 1389
13 296.50423472349524 280.00003697284194 91.723747253417969 14.722187995910645 1496
14 296.33845018687754 280.00003872625643 91.674896240234375 14.601354598999023 1602
15 296.17908137565081 280.00004041181523 91.654739379882812 14.524947166442871 1708
16 296.0255451271683 280.00004203568602 91.618751525878906 14.553853988647461 1815
17 295.87734076964318 280.00004360316433 91.624687194824219 14.538749694824219 1921
18 295.73403476545479 280.00004511883537 91.617446899414062 14.546613693237305 2028
19 295.59524881887472 280.00004658670019 91.620780944824219 14.59161376953125 2134
20 295.46065054612865 280.0000480102741 91.601089477539062 14.557708740234375 2240
21 295.32994606827083 280.00004939266574 91.613853454589844 14.550728797912598 2347
22 295.20287406639409 280.00005073663846 91.614112854003906 14.583541870117188 2453
23 295.07920096277593 280.00005204466265 91.608024597167969 14.577916145324707 2560
24 294.95871697887003 280.00005331895744 91.592292785644531 14.694426536560059 2666
25 294.84123288337531 280.00005456152394 91.5745849609375 14.536354064941406 2772
26 294.72657728869478 280.000055774175 91.611976623535156 14.665520668029785 2879
27 294.61459438713541 280.0000569585581 91.632186889648438 14.733489990234375 2986
28 294.50514204267739 280.00005811617717 91.565521240234375 14.726406097412109 3092
29 294.39809017249939 280.00005924840781 91.586097717285156 14.622760772705078 3199
30 294.29331936633866 280.00006035651256 91.541824340820312 14.657292366027832 3305
